id	name	neighborhood	cuisine_type	pricing_tier	menu_tier	menu_price_range	menu_del_dia_confirmed	website	phone	address_full	postal_code	google_maps_rating	google_maps_review_count	notes	status	last_verified
135	DeLaCrem	Eixample	Italian	budget	likely		FALSE			C/ de Provença, 175	08008	4.0	626	Italian-style artisan ice cream. Seasonal, locally sourced.	active	2026-03-22
136	Bar Paris	Eixample	Spanish	budget	likely		FALSE			C/ de Balmes, 102	08009	4.4	882	Lively café. Excellent sandwiches and cold beer.	active	2026-03-22
137	EdeNova	Eixample	Mediterranean	premium	none		FALSE			C/ de Roger de Llúria, 133	08009	4.2	1429	9.3 rating. Cocktails. 1,977 reviews.	active	2026-03-22
138	Osmosis	Eixample	Mediterranean	premium	none		FALSE	https://restauranteosmosis.com/	+34 934 545 201	C/ d'Aribau, 166	08009	4.7	1491	9.3 rating. Paella, tapas. €45-60. 5,688 reviews.	active	2026-03-22
139	Can Boneta	Eixample	Catalan	mid-range	likely		FALSE			C/ d'Aribau, 78	08009	3.9	494	4/5 Time Out Barcelona.	active	2026-03-22
140	Cremat Lounge	Eixample	Vegetarian/Vegan	mid-range	likely		FALSE			C/ de Mallorca, 82	08010	3.7	177	Instagrammable. Vegetarian/vegan options.	active	2026-03-22
141	Futami	Eixample	Japanese	mid-range	likely		FALSE			C/ de Casanova, 90	08036	4.4	841	Japanese cuisine.	active	2026-03-22
142	Tino	Eixample	Fusion	budget	none		FALSE			C/ d'Aragó, 37	08010	4.4	265	Unique pizza-burrito-empanada hybrid.	active	2026-03-22
143	Con Gracia	Gràcia	Mediterranean	premium	none		FALSE	https://congracia.es/	+34 932380201	C/ de Mozart, 16	08012	4.6	1549	Two tasting menus. Creative high-quality dishes.	active	2026-03-22
144	Roig Robí	Gràcia	Catalan	premium	none		FALSE			C/ de Bruniquer, 48	08012	4.4	916	Since 1986. Fine dining. Lamb shoulder, homemade pastas.	active	2026-03-22
145	L'Arrosseria Xàtiva	Gràcia	Mediterranean	mid-range	likely		FALSE	https://grupxativa.com/		C/ de l'Or, 86	08012	4.1	512	Paella and rice dishes. Individual portions.	active	2026-03-22
146	La Singular	Gràcia	Catalan	mid-range	likely		FALSE			C/ del Torrent de l'Olla, 55	08012	4.5	734	Bold Catalan flavors with international influences.	active	2026-03-22
147	Verdi Dinou	Gràcia	Catalan	mid-range	likely		FALSE			C/ de Torrijos, 7	08024	4.4	853	Simple Catalan food, superbly executed. Chic yet comfortable.	active	2026-03-22
148	Beryti Bistro	Gràcia	Lebanese	mid-range	likely		FALSE			C/ de Torrijos, 21	08012	4.0	757	Authentic Lebanese food.	active	2026-03-22
149	Askadinya	Gràcia	Middle Eastern	mid-range	confirmed	18€	TRUE	https://askadinyabarcelona.com/		C/ de Torrijos, 22	08012	4.4	300	Palestinian Arabic. Homemade-style food. Good menu del dia.	active	2026-03-22
150	Omu	Gràcia	Japanese	budget	none		FALSE			Pl. de la Vila de Gràcia, 188	08024	4.1	709	Adorable onigiri shop. High-quality ingredients.	active	2026-03-22
151	Lluritu	Gràcia	Seafood	mid-range	likely		FALSE			C/ Gran de Gràcia, 119	08024	3.9	552	Fresh grilled fish and seafood.	active	2026-03-22
152	Santa Gula	Gràcia	Mediterranean	mid-range	likely		FALSE			C/ de Bruniquer, 48	08012	3.8	310	Seasonal fresh food. Cozy atmosphere.	active	2026-03-22
153	Cibulet	Gràcia	Fusion	mid-range	likely		FALSE	https://cibulet.com/	+34 653 792 304	C/ de Rabassa, 127	08012	4.5	1449	Fusion cuisine. Vegetarian options.	active	2026-03-22
154	Antigua	Gràcia	Catalan	mid-range	likely		FALSE			C/ de Torrijos, 171	08024	3.8	607	Catalan restaurant. Good reputation.	active	2026-03-22
155	Galú	Gràcia	Italian	mid-range	likely		FALSE			Pl. de la Vila de Gràcia, 117	08024	3.7	128	Italian restaurant.	active	2026-03-22
156	Indian Herbs	Gràcia	Indian	mid-range	likely		FALSE			C/ de la Perla, 171	08012	4.0	1051	Indian restaurant. Vegan/vegetarian options.	active	2026-03-22
157	Kibuka	Gràcia	Japanese	mid-range	none		FALSE			Pl. del Sol, 90	08012	3.6	734	Japanese-Brazilian fusion. Two locations. Sushi. Original Kibuka, Japanese fusion. Different from Kibuka Ramen.	active	2026-03-22
158	La Panxa del Bisbe	Gràcia	Mediterranean	mid-range	likely		FALSE			C/ de Rabassa, 46	08024	3.9	572	Gourmet tapas. Elaborated seafood dishes.	active	2026-03-22
159	Berbena	Gràcia	Fusion	mid-range	none		FALSE			C/ de la Perla, 118	08024	4.1	173	Modern Catalan + Peruvian/Asian. Organic, locally sourced.	active	2026-03-22
160	El Diset	Gràcia	Spanish	mid-range	likely		FALSE			C/ de Bonavista, 9	08012	3.9	70	Local wines and classic Spanish dishes.	active	2026-03-22
161	Can Tosca	Gràcia	Catalan	mid-range	likely		FALSE			Pl. del Sol, 143	08012	4.2	992	Family-owned. Traditional Catalan.	active	2026-03-22
162	Gut	Gràcia	Fusion	mid-range	none		FALSE			C/ Gran de Gràcia, 8	08012	3.8	627	Mediterranean-Asian fusion. Gluten-free options.	active	2026-03-22
163	Cantina Machito	Gràcia	Mexican	mid-range	likely		FALSE			C/ de Bruniquer, 130	08012	4.2	225	Excellent Mexican fare.	active	2026-03-22
164	Contracorrent Bistro	Gràcia	Italian	premium	none		FALSE	https://contracorrentbar.com/	+34 623922644	C/ de Verdi, 136	08024	4.7	1990	Catalan-Italian. Tasting menus.	active	2026-03-22
165	Gasterea	Gràcia	Spanish	mid-range	likely		FALSE			C/ del Torrent de l'Olla, 74	08024	3.7	585	Basque-style pintxos.	active	2026-03-22
166	La Xula Tapería	Gràcia	Spanish	mid-range	likely		FALSE			C/ de Verdi, 53	08024	3.7	71	Casual tapas joint.	active	2026-03-22
167	Extra Bar	Gràcia	Spanish	mid-range	likely		FALSE			C/ de Verdi, 193	08024	4.0	201	Tiny bar. Seasonal tapas, wines.	active	2026-03-22
168	Bodega Neus	Gràcia	Spanish	budget	likely		FALSE			C/ del Torrent de l'Olla, 24	08024	4.1	1048	Catalan bomb, truffle omelette. Affordable tapas.	active	2026-03-22
169	Sol Soler	Gràcia	Spanish	budget	likely		FALSE			C/ de la Perla, 51	08012	4.0	132	Vibrant plates of tapas.	active	2026-03-22
170	Bar Bodega Quimet	Gràcia	Spanish	budget	likely		FALSE			C/ de Bonavista, 78	08024	3.6	274	Classic neighborhood bodega. Homemade vermouth.	active	2026-03-22
171	Ca'l Pep	Gràcia	Spanish	budget	likely		FALSE			C/ de l'Or, 165	08024	3.8	186	Old-school bodega. Vermouth, cava, simple snacks.	active	2026-03-22
172	La Pepita	Gràcia	Spanish	mid-range	likely		FALSE	https://lapepitabcn.com/	+34 932384893	C/ de la Perla, 71	08024	3.6	155	Innovative tapas. Lively atmosphere.	active	2026-03-22
173	Bar Pietro	Gràcia	Spanish	budget	likely		FALSE			C/ de Verdi, 181	08012	3.5	506	Classic tapas and drinks.	active	2026-03-22
174	Café Pagès	Gràcia	Catalan	mid-range	likely		FALSE			C/ de l'Or, 131	08012	4.0	1310	Modern take on Catalan food. Sister to Casa Pagès.	active	2026-03-22
175	Bar Canigó	Gràcia	Spanish	budget	likely		FALSE			C/ de la Llibertat, 75	08024	3.7	149	Local icon since 1922. Vermouth, tapas, terrace.	active	2026-03-22
176	Caelis	Barri Gòtic	Mediterranean	premium	none		FALSE			C/ dels Escudellers, 182	08002	4.3	1096	Michelin star. Decadent tasting menus. Mar i muntanya macaroni.	active	2026-03-22
177	Els Quatre Gats	Barri Gòtic	Catalan	mid-range	likely		FALSE	https://4gats.com/	+34 933024140	C/ de la Pietat, 144	08002	3.9	372	Historic restaurant. Art Nouveau landmark.	active	2026-03-22
178	Can Culleretes	Barri Gòtic	Catalan	mid-range	confirmed	~12€	TRUE	https://culleretes.com/	+34 933173022	C/ d'en Quintana, 5	08002	4.3	6000	Oldest restaurant in Barcelona (1786). Traditional Catalan.	active	2026-03-22
179	La Fonda	Barri Gòtic	Mediterranean	mid-range	confirmed	12-15€	TRUE	https://grupandilana.com/es/restaurantes/la-fonda	+34 933017515	C/ dels Escudellers, 10	08002	4.4	4500	Elegant ambiance. Good food at great prices. Menu del dia.	active	2026-03-22
180	Cafè de l'Acadèmia	Barri Gòtic	Catalan	mid-range	confirmed	14-16€	TRUE	https://gruposantelmo.com/	+34 933198253	C/ dels Lledó, 1	08002	4.5	3200	Traditional Catalan. Menu del dia available.	active	2026-03-22
181	Colom Restaurant	Barri Gòtic	Mediterranean	mid-range	likely		FALSE			C/ de la Boqueria, 30	08002	4.1	119	Local gem. Great paellas and tapas.	active	2026-03-22
182	Contraban	Barri Gòtic	Mediterranean	premium	none		FALSE	https://www.wittmorehotel.com/en/#gastronomia	+34 935 500 885	C/ dels Escudellers, 169	08002	4.6	1495	Creative small plates. Inside boutique hotel.	active	2026-03-22
183	Bistro Levante	Barri Gòtic	Middle Eastern	mid-range	likely		FALSE			C/ de la Boqueria, 3	08002	4.2	105	Middle Eastern. Hummus, baba ganoush, falafel. Natural wines.	active	2026-03-22
184	Arcano	Barri Gòtic	Mediterranean	mid-range	likely		FALSE	https://restaurantarcano.com/	+34 933520631	C/ de Ferran, 182	08002	4.5	1947	Best dinner restaurants in Gothic Quarter.	active	2026-03-22
185	La Alcoba Barcino	Barri Gòtic	Mediterranean	mid-range	likely		FALSE			C/ de Petritxol, 30	08002	4.3	651	Traditional Mediterranean tapas, toasts, salads.	active	2026-03-22
186	Honest Greens	Barri Gòtic	Vegetarian/Vegan	mid-range	likely		FALSE			C/ de Petritxol, 42	08002	3.6	79	CHAIN - Healthy bowls chain. Multiple locations.	active	2026-03-22
187	Cañete	Barri Gòtic	Spanish	premium	none		FALSE	https://barcanete.com/	+34 932703458	C/ de Ferran, 110	08002	4.5	1660	High-end tapas. À la carte.	active	2026-03-22
188	Mercer	Barri Gòtic	Mediterranean	premium	none		FALSE	https://mercerbarcelona.com/	+34 933107480	C/ dels Banys Nous, 29	08002	4.3	2360	Romantic restaurant. Mediterranean.	active	2026-03-22
189	Mizuki	Barri Gòtic	Japanese	mid-range	none		FALSE			C/ Ample, 177	08002	4.0	426	Japanese restaurant.	active	2026-03-22
190	IRATI Taverna Basca	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ dels Banys Nous, 184	08002	3.7	273	Basque pintxos. Bustling atmosphere.	active	2026-03-22
191	Antic Bocoi del Gotic	Barri Gòtic	Catalan	mid-range	likely		FALSE			C/ de la Pietat, 195	08002	4.3	1113	Traditional Catalan. Coca (flatbread pizza).	active	2026-03-22
192	Gourmet Sensi	Barri Gòtic	Mediterranean	mid-range	likely		FALSE			C/ de la Pietat, 173	08002	4.5	547	Tapas and platillos. Vegetarian options including vegan croquettes.	active	2026-03-22
193	La Alcoba Azul	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ de Ferran, 26	08002	4.1	1291	Wide tapas selection. Immersive atmosphere. Great tostas.	active	2026-03-22
194	Bar La Plata	Barri Gòtic	Spanish	budget	likely		FALSE	https://barlaplata.com/	+34 611647688	C/ de la Boqueria, 69	08002	4.2	1275	Tiny, authentic. Traditional 4-item tapas menu. Fried anchovies.	active	2026-03-22
195	Bodega Biarritz 1881	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ dels Banys Nous, 157	08002	4.1	1155	Surprise set menus based on preferences.	active	2026-03-22
196	Bodega La Palma	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ de la Boqueria, 81	08002	3.7	561	Hidden gem. Wine selection, traditional tapas, cheese pairings.	active	2026-03-22
197	Pla B	Barri Gòtic	Spanish	budget	likely		FALSE			C/ de la Mercè, 34	08002	4.2	370	Patatas bravas and croquettes.	active	2026-03-22
198	Antic Tapas Ferran	Barri Gòtic	Spanish	mid-range	likely		FALSE			Pl. Reial, 91	08002	4.1	1127	Quality tapas all day. Paella.	active	2026-03-22
199	Tapeo	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ de Ferran, 51	08002	3.6	157	Highly recommended tapas.	active	2026-03-22
200	Milk Bar & Bistro	Barri Gòtic	Café	mid-range	none		FALSE			C/ del Call, 17	08002	4.1	573	Cocktail bar + brunch. Evening tapas.	active	2026-03-22
201	Federal Cafe Gotic	Barri Gòtic	Café	mid-range	none		FALSE			C/ de la Mercè, 154	08002	3.9	505	Coffee, brunch, cakes. Organic meals.	active	2026-03-22
202	La Paradeta	El Born	Seafood	mid-range	likely		FALSE	https://laparadeta.com/		C/ dels Banys Vells, 122	08003	3.7	771	Self-service seafood. Choose fresh fish to cook.	active	2026-03-22
203	Spacca Napoli	El Born	Italian	mid-range	likely		FALSE			C/ dels Flassaders, 36	08003	4.0	1029	Authentic Italian. Divine polpette, paccheri, pizza.	active	2026-03-22
204	Montiel	El Born	Mediterranean	premium	none		FALSE	https://restaurantmontiel.com/	+34 932683729	Passeig del Born, 42	08003	4.7	1858	Fine dining. Slow food philosophy. Market-fresh.	active	2026-03-22
205	Pla de la Garsa	El Born	Catalan	mid-range	likely		FALSE			C/ dels Banys Vells, 66	08003	4.0	161	Catalan cuisine. Tou dels Til·lers cheese, cannelloni.	active	2026-03-22
206	Sagàs	El Born	Catalan	mid-range	likely		FALSE			C/ dels Banys Vells, 129	08003	3.9	565	Farm-to-table. Sandwiches, salads, Catalan dishes.	active	2026-03-22
208	LLamber Barcelona	El Born	Mediterranean	mid-range	likely		FALSE			C/ del Rec, 83	08003	3.6	758	Creative minimalist tapas. Free tapa with wine at bar.	active	2026-03-22
209	Guzzo	El Born	Mediterranean	mid-range	likely		FALSE			C/ de Sant Pere Més Alt, 191	08003	4.5	669	Near Market of El Born. Terrace. Live music. Cannelloni, ceviche.	active	2026-03-22
210	Calabrasa	El Born	Catalan	mid-range	likely		FALSE	https://www.calabrasa.com/	+34 933 100 786	C/ de la Princesa, 133	08003	4.4	1274	Signature tapas blending Catalan tradition with avant-garde.	active	2026-03-22
211	Golfo de Bizkaia Born	El Born	Spanish	mid-range	likely		FALSE			C/ de l'Argenteria, 172	08003	3.5	323	Pintxos restaurant. Waiters offer trays.	active	2026-03-22
212	El Xampanyet	El Born	Spanish	budget	likely		FALSE		+34 933197003	C/ de l'Argenteria, 200	08003	4.2	937	Since 1929. House cava. Wide tapas variety. Chistorra, tuna-leek.	active	2026-03-22
213	Casa Lolea	El Born	Spanish	mid-range	likely		FALSE			C/ de Sant Pere Més Alt, 186	08003	3.8	266	Tapas tavern with polka dot decor. Famous sangria.	active	2026-03-22
214	Bormuth	El Born	Spanish	mid-range	likely		FALSE			C/ del Rec, 157	08003	4.0	1409	Relaxed atmosphere. Quality ingredient tapas.	active	2026-03-22
215	Bar del Pla	El Born	Spanish	mid-range	likely		FALSE			C/ dels Banys Vells, 194	08003	3.6	505	Traditional + fusion tapas. Diverse wine collection. Near Picasso Museum.	active	2026-03-22
216	Bastaix	El Born	Mediterranean	mid-range	likely		FALSE			C/ dels Banys Vells, 155	08003	3.7	481	Next to Basilica. Focaccia Caprese, truffled eggs.	active	2026-03-22
217	Txirimiri	El Born	Spanish	mid-range	likely		FALSE			Passeig del Born, 21	08003	3.9	558	Basque food and tapas.	active	2026-03-22
218	Elsa y Fred	El Born	Spanish	mid-range	likely		FALSE			C/ de Montcada, 154	08003	3.6	646	Reinventing tapas in El Born.	active	2026-03-22
219	Cremat 11	El Born	Café	mid-range	none		FALSE			C/ de Montcada, 175	08003	3.6	367	Brunch and tapas. Pancakes, vegan burgers, avocado toast.	active	2026-03-22
220	Alsur Cafe	El Born	Café	mid-range	none		FALSE			C/ del Rec, 157	08003	3.6	631	Café. Pancakes, smoothie bowls, homemade cake.	active	2026-03-22
221	Ca l'Estevet	El Raval	Catalan	mid-range	likely		FALSE			Rambla del Raval, 48	08001	4.5	743	125+ years. Spanish/Catalan earthy dishes. Pig trotters, baked lamb.	active	2026-03-22
222	Suculent	El Raval	Catalan	premium	none		FALSE			C/ de Robador, 62	08001	4.3	214	High-quality traditional dishes. Meat, offal. Has tapas counter.	active	2026-03-22
223	Ca l'Isidre	El Raval	Catalan	premium	none		FALSE	https://calisidre.com/	+34 934411139	C/ de la Cera, 164	08001	4.5	2681	Since 1970. Daily Boqueria market ingredients.	active	2026-03-22
224	Fonda España	El Raval	Catalan	premium	none		FALSE	http://www.hotelespanya.com/	+34 935500000	Rambla del Raval, 13	08001	4.6	2910	Moderniste dining room. Catalan + French influence.	active	2026-03-22
225	Arume	El Raval	Spanish	mid-range	likely		FALSE			C/ del Doctor Dou, 181	08001	3.9	438	Modern Galician. Seafood paella, fried octopus, clams with green curry.	active	2026-03-22
226	Louro	El Raval	Spanish	mid-range	likely		FALSE			C/ de l'Hospital, 92	08001	4.4	591	Galician seafood. Smoked sardines, crunchy octopus, scallops gratin.	active	2026-03-22
227	Cera 23	El Raval	Spanish	mid-range	likely		FALSE			C/ del Carme, 66	08001	4.2	485	Contemporary Spanish. Volcano of black rice, slow-cooked ribs.	active	2026-03-22
228	Dos Palillos	El Raval	Asian	premium	none		FALSE	https://dospalillos.com/	+34 933040513	C/ de la Cera, 41	08001	4.2	2921	Michelin star. Japanese-Asian with Spanish touch. Casa Camper hotel.	active	2026-03-22
229	A Tu Bola	El Raval	Middle Eastern	budget	none		FALSE			C/ de Robador, 67	08001	3.8	579	Israeli street food. Falafel.	active	2026-03-22
230	Loto	El Raval	Asian	mid-range	likely		FALSE			C/ del Doctor Dou, 88	08001	3.6	670	Asian from China, Japan, Thailand, Singapore, Korea.	active	2026-03-22
233	Dos Pebrots	El Raval	Mediterranean	premium	none		FALSE	https://dospebrots.com/	+34 938534598	C/ del Doctor Dou, 99	08001	4.2	2276	Cutting-edge tapas. Mediterranean cuisine history exploration.	active	2026-03-22
234	Resolis	El Raval	Spanish	mid-range	likely		FALSE			C/ d'Elisabets, 116	08001	4.2	975	Old bar. Burrata with shrimps, croquettes, patatas bravas.	active	2026-03-22
235	Tropico	El Raval	Café	mid-range	none		FALSE			C/ de Ferlandina, 68	08001	4.2	167	Brunch. Juices, smoothies, tropical bowls. Vegetarian/GF.	active	2026-03-22
236	Fat Cat	El Raval	Café	mid-range	none		FALSE			C/ d'Elisabets, 165	08001	3.6	716	Brunch + tapas. Mushroom croquettes, vegan jackfruit burger.	active	2026-03-22
237	Caravelle	El Raval	Fusion	mid-range	none		FALSE	https://caravellebcn.com/	+34 933179892	C/ del Doctor Dou, 157	08001	4.2	650	Classic brunch 7 days. Bircher Muesli, Shakshuka.	active	2026-03-22
238	Mama Café	El Raval	Mediterranean	mid-range	confirmed	12-14€	TRUE			Plaça de la Boqueria, 6	08001	4.3	600	Near MACBA. Vegetarian/GF options. Diverse nationalities inspiration.	active	2026-03-22
239	El Magraner Boig	El Raval	Greek	mid-range	likely		FALSE			C/ de la Cera, 198	08001	4.3	385	Classic Greek dishes in bright casual setting.	active	2026-03-22
240	La Rosa del Raval	El Raval	Mexican	mid-range	likely		FALSE			C/ de l'Hospital, 140	08001	4.4	532	Mexican: nachos, enchiladas, margaritas.	active	2026-03-22
241	Quimet y Quimet	Poble Sec	Spanish	mid-range	likely		FALSE	https://quimetiquimet.com/	+34 934 423 142	Av. del Paral·lel, 149	08004	4.4	1478	Legendary standing-room-only tapas bar. Tinned seafood, montaditos.	active	2026-03-22
242	La Bodega d'en Rafel	Poble Sec	Catalan	mid-range	likely		FALSE			C/ de Magalhães, 125	08004	4.3	1196	Neighborhood bodega. Traditional Catalan.	active	2026-03-22
243	Bodega Montferry	Poble Sec	Spanish	budget	likely		FALSE			C/ de Tapioles, 16	08004	3.9	207	Classic neighborhood bar.	active	2026-03-22
244	Tickets	Poble Sec	Spanish	premium	none		FALSE	https://ticketsbar.es/	+34 932924254	C/ del Poeta Cabanyes, 114	08004	4.7	2759	Adrià brothers. Creative tapas. Reservation only.	active	2026-03-22
245	Pakta	Poble Sec	Fusion	premium	none		FALSE	https://pakta.es/	+34 936246177	C/ de Tapioles, 17	08004	4.7	2229	CLOSED (2020). Was Albert Adrià Nikkei restaurant.	permanently_closed	2026-03-22
246	Mano Rota	Poble Sec	Mediterranean	mid-range	likely		FALSE	https://manorota.com/	+34 931864717	C/ de Blai, 77	08004	4.2	964	Market-driven. Small ever-changing menu.	active	2026-03-22
247	Lascar 74	Poble Sec	Peruvian	mid-range	none		FALSE			C/ de Magalhães, 78	08004	4.2	766	Peruvian. Ceviche, tiraditos.	active	2026-03-22
248	Federal Café	Sant Antoni	Café	mid-range	none		FALSE			C/ del Comte Borrell, 197	08015	3.5	214	Brunch, coffee, healthy meals.	active	2026-03-22
